"id";"releaseORIG";"duracao_filme";"nomeBRA";"ROE";"diretor";"releaseBRA";"delay_lancamentoBR";"Distribuidora";"pop_dir";"pop_cast"
225160;"2013-11-27";120;"LA MARCHE";"E1500904100000";"Nabil Ben Yadir";"2016-01-02";766;0;1,503;18,874
133250;"2012-04-27";93;"KUMA";"E1500918500000";"Umut Dağ";"2016-01-04";1347;0;2,803;12,5324
291270;"2015-12-30";90;"ANOMALISA";"E1500818900000";"Charlie Kaufman,Duke Johnson";"2016-01-30";31;1;11,41;NA
319999;"2015-01-20";90;"CIALO";"E1500819800000";"Małgorzata Szumowska";"2016-01-23";368;0;5,753;12,0068
314029;"2016-01-14";101;"BOI NEON";"B1500798600000";"Gabriel Mascaro";"2016-01-16";2;0;3,125;7,5078
253239;"2014-03-05";84;"DIPLOMATIE";"E1500902900000";"Volker Schlöndorff";"2016-01-09";675;0;17,116;17,7098
197823;"2016-01-21";52;"INVASORES";"B1301798200000";"Marcelo Toledo,Paolo Gregori";"2016-01-23";2;0;1,965;3,5334
279579;"2014-06-18";92;"AU FIL D'ARIANE";"E1402548400000";"Robert Guédiguian";"2016-01-09";570;0;7,778;12,868
273248;"2015-12-25";188;"THE HATEFUL EIGHT";"E1500857700000";"Quentin Tarantino";"2016-01-09";15;0;61,544;55,5544
121869;"2015-02-11";105;"EISENSTEIN IN GUANAJUATO";"E1500850600000";"Peter Greenaway";"2016-01-02";325;0;11,235;6,8624
337708;"2016-01-07";109;"VAI QUE DÁ CERTO 2";"B1500870400000";"Maurício Farias,Calvito Leal";"2016-01-09";2;0;5,516;13,049
316727;"2016-06-29";105;"THE PURGE: ELECTION YEAR";"E1600733800000";"James DeMonaco";"2016-10-08";101;1;12,25;38,9668
300671;"2016-01-14";144;"13 HOURS";"E1500921300000";"Michael Bay";"2016-02-20";37;1;25,194;45,1076
319337;"2015-04-09";114;"ELSER";"E1600539500000";"Oliver Hirschbiegel";"2016-11-05";576;0;11,531;18,3628
365179;"2015-10-26";0;"82 MINUTOS";"B1600422600000";"Nelson Hoineff";"2016-08-20";299;0;2,221;NA
299687;"2016-01-14";112;"THE 5TH WAVE";"E1500729000000";"J Blakeson";"2016-01-23";9;0;7,829;46,3388
353793;"2015-08-08";92;"LA ACADEMIA DE LAS MUSAS";"E1500825900000";"José Luis Guerín";"2016-06-18";315;0;0,976;0,001
253450;"2015-08-27";105;"NIE YIN NIANG";"E1600077500000";"Hou Hsiao-hsien";"2016-05-07";254;0;29,222;33,5396
392147;"2016-04-07";77;"A BRUTA FLOR DO QUERER";"B1500400500000";"Dida Andrade,Andradina Azevedo";"2016-04-09";2;0;3,1025;2,0168
310131;"2016-02-19";92;"THE WITCH";"E1500787100000";"Robert Eggers";"2016-03-05";15;1;17,633;44,0498
329865;"2016-11-10";116;"ARRIVAL";"E1700028800000";"Denis Villeneuve";"2016-11-26";16;0;30,324;47,7722
308409;"2016-01-14";111;"KOLLEKTIVET";"E1600279200000";"Thomas Vinterberg";"2016-09-03";233;0;12,785;19,8244
197950;"2014-12-03";135;"LA FRENCH";"E1600054800000";"Cédric Jimenez";"2016-08-13";619;0;4,285;26,989
329809;"2015-11-18";98;"L'HERMINE";"E1600279000000";"Christian Vincent";"2016-08-13";269;0;5,757;16,5486
290098;"2016-06-01";145;"AH-GA-SSI";"E1600763400000";"Park Chan-wook";"2017-01-14";227;0;42,032;41,6558
377278;"2016-06-08";98;"L'ECONOMIE DU COUPLE";"E1600651300000";"Joachim Lafosse";"2016-12-03";178;0;12,18;21,9952
278154;"2016-06-23";95;"ICE AGE: COLLISION COURSE";"E1600182700000";"Mike Thurmeier";"2016-07-09";16;1;10,099;43,9748
330483;"2016-02-04";111;"THE CHOICE";"E1600009500000";"Ross Katz";"2016-02-06";2;1;9,885;62,1762
330348;"2015-09-17";100;"L'ATTESA";"E1600346400000";"Piero Messina";"2017-02-04";506;0;4,928;18,7214
360141;"2016-04-28";79;"A FRENTE FRIA QUE A CHUVA TRAZ";"B1600109600000";"Neville D'Almeida";"2016-04-30";2;0;3,556;9,4906
282983;"2014-09-07";127;"MAGICAL GIRL";"E1500922300000";"Carlos Vermut";"2016-04-02";573;0;3,148;12,9854
306819;"2015-11-27";119;"THE DANISH GIRL";"E1500729100000";"Tom Hooper";"2016-02-13";78;1;7,767;49,35
339145;"2015-06-13";86;"THE GIRL IN THE BOOK";"E1600316100000";"Marya Cohn";"2016-05-28";350;0;1,838;31,651
346685;"2016-10-05";112;"THE GIRL ON THE TRAIN";"E1600501000000";"Tate Taylor";"2016-10-29";24;1;18,665;66,0066
318846;"2015-12-11";131;"THE BIG SHORT";"E1500835100000";"Adam McKay";"2016-01-16";36;1;22,643;59,418
377799;"2016-02-17";91;"LA VACHE";"E1600350200000";"Mohamed Hamidi";"2016-07-30";164;1;5,586;20,5292
337154;"2016-04-05";100;"THE MEDDLER";"E1600337500000";"Lorene Scafaria";"2016-08-06";123;1;15,51;51,8076
310593;"2015-05-20";125;"YOUTH";"E1600170600000";"Paolo Sorrentino";"2016-04-02";318;0;17,347;57,8916
258489;"2016-06-29";109;"THE LEGEND OF TARZAN";"E1600251800000";"David Yates";"2016-07-23";24;1;14,733;71,1616
286595;"2014-08-10";95;"MARIE HEURTIN";"E1402548900000";"Jean-Pierre Améris";"2016-03-19";587;0;6,644;10,1436
344896;"2016-08-04";76;"A LOUCURA ENTRE NÓS";"B1600296800000";"Fernanda Fontes Vareille";"2016-08-06";2;0;0,001;NA
299800;"2014-09-25";99;"A LUNETA DO TEMPO";"B1402307700000";"Alceu Valença";"2016-03-26";548;0;2,798;6,5708
417484;"2016-10-06";78;"A LUTA DO SÉCULO";"B1600441200000";"Sérgio Machado";"2018-03-17";527;0;8,522;NA
283552;"2016-09-02";133;"THE LIGHT BETWEEN OCEANS";"E1600452500000";"Derek Cianfrance";"2016-11-05";64;1;7,483;54,3892
312831;"2015-11-06";97;"THE HALLOW";"E1600586900000";"Corin Hardy";"2016-10-08";337;0;7,176;28,041
371859;"2016-11-02";115;"LA MORT DE LOUIS XIV";"E1600735200000";"Albert Serra";"2017-01-28";87;0;7,288;8,1458
294795;"2016-09-01";108;"THE 9TH LIFE OF LOUIS DRAX";"E1600489800000";"Alexandre Aja";"2016-10-22";51;0;20,271;44,9462
285023;"2014-09-01";97;"FIDELIO, L'ODYSSÉE D'ALICE";"E1600354900000";"Lucie Borleteau";"2016-06-11";649;0;5,144;15,0926
336222;"2015-05-28";93;"HRÚTAR";"E1600003400000";"Grímur Hákonarson";"2016-02-13";261;0;5,139;5,4284
306838;"2015-08-20";109;"MAGALLANES";"E1600548400000";"Salvador del Solar";"2016-10-01";408;0;4,606;13,4584
96574;"2012-03-14";97;"GERHARD RICHTER PAINTING";"E1600290700000";"Corinna Belz";"2016-05-28";1536;0;5,546;NA
328589;"2015-10-30";104;"THE LADY IN THE VAN";"E1500720500000";"Nicholas Hytner";"2016-04-09";162;0;10,961;32,183
262504;"2016-03-09";120;"ALLEGIANT";"E1600009700000";"Robert Schwentke";"2016-03-12";3;1;14,802;58,3906
337703;"2016-03-27";80;"THE RED TURTLE";"E1600575800000";"Michael Dudok de Wit";"2017-02-18";328;0;3,522;NA
299715;"2015-03-25";86;"À TROIS ON Y VA";"E1600187800000";"Jérôme Bonnell";"2016-04-16";388;0;4,754;14,3608
364136;"2015-11-04";105;"LA DERNIÈRE LEÇON";"E1600745700000";"Pascale Pouzadoux";"2016-12-24";416;0;6,712;14,0422
353686;"2015-08-28";80;"VISIONS";"E1600350300000";"Kevin Greutert";"2016-07-16";323;0;10,231;38,1772
384682;"2016-11-25";105;"OFFICE CHRISTMAS PARTY";"E1700029900000";"Will Speck,Josh Gordon";"2016-12-10";15;1;8,048;46,214
340361;"2015-08-12";110;"FLORIDE";"E1600362100000";"Philippe Le Guay";"2016-08-13";367;0;6,602;20,5432
298382;"2015-10-29";118;"THE DRESSMAKER";"E1500742800000";"Jocelyn Moorhouse";"2016-05-21";205;0;9,961;41,2754
259050;"2016-02-25";91;"A VIZINHANÇA DO TIGRE";"B1500404600000";"Affonso Uchôa";"2016-02-20";-5;0;6,119;0,001
416885;"2016-03-17";90;"ABAIXANDO A MÁQUINA 2 - NO LIMITE DA LINHA";"B1600275900000";"Guillermo Planel";"2016-03-19";2;0;0,001;NA
364051;"2016-02-10";115;"LES INNOCENTES";"E1600362200000";"Anne Fontaine";"2016-07-16";157;0;9,608;24,1128
332567;"2016-06-24";86;"THE SHALLOWS";"E1500750900000";"Jaume Collet-Serra";"2016-08-27";64;0;14,317;31,9762
241259;"2016-05-25";113;"ALICE THROUGH THE LOOKING GLASS";"E1600259100000";"James Bobin";"2016-05-28";3;1;7,011;68,1746
336197;"2015-08-19";96;"AMNESIA";"E1600385800000";"Barbet Schroeder";"2016-10-29";437;0;11,475;23,894
361781;"2016-02-25";112;"AMOR EM SAMPA";"B1600032100000";"Kim Riccelli,Carlos Alberto Riccelli";"2016-02-27";2;0;6,863;13,6042
306745;"2015-10-02";103;"FREEHELD";"E1500900300000";"Peter Sollett";"2016-04-23";204;1;7,447;61,016
364601;"2016-05-19";102;"AMORES URBANOS";"B1600070900000";"Vera Egito";"2016-05-21";2;0;3,564;2,4624
153518;"2016-05-11";97;"ANGRY BIRDS";"E1500732000000";"Clay Kaytis,Fergal Reilly";"2016-05-14";3;0;6,865;46,8204
259316;"2016-11-16";132;"FANTASTIC BEASTS AND WHERE TO FIND THEM";"E1600631400000";"David Yates";"2016-11-19";3;1;14,733;45,6306
340666;"2016-11-04";117;"NOCTURNAL ANIMALS";"E1600499700000";"Tom Ford";"2016-12-31";57;1;13,706;62,9488
169904;"2012-03-28";83;"AMNISTIA";"E1500613900000";"Bujar Alimani";"2016-02-20";1424;0;2,724;2,9324
346672;"2016-11-24";91;"UNDERWORLD: BLOOD WARS";"E1600733000000";"Anna Foerster";"2016-12-03";9;0;10,166;53,8234
385566;"2016-03-02";94;"APAIXONADOS O FILME";"B1600096000000";"Paulo Fontenelle";"2016-03-05";3;0;2,402;12,2192
377273;"2016-09-01";147;"AQUARIUS";"B1600478600000";"Kleber Mendonça Filho";"2016-09-03";2;0;3,51;15,6064
393857;"2016-04-21";103;"LE CONFESSIONI";"E1600539600000";"Roberto Andò";"2016-11-19";212;0;6,124;34,1158
342179;"2015-07-29";132;"AS MIL E UMA NOITES -  VOLUME 2 O DESOLADO";"E1600794100000";"Miguel Gomes";"2016-12-31";521;0;10,2;5,1122
342183;"2015-08-26";126;"AS MIL E UMA NOITES -  VOLUME 3 O ENCANTADO";"E1600794200000";"Miguel Gomes";"2016-12-31";493;0;10,2;5,0994
314388;"2015-10-30";131;"SHAN HE GU REN";"E1600158400000";"Jia Zhangke";"2016-06-25";239;0;17,591;24,0752
308531;"2016-06-01";112;"TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS";"E1600265600000";"Dave Green";"2016-06-18";17;1;4,778;53,915
170522;"2014-11-26";85;"ASTÉRIX - LE DOMAINE DES DIEUX";"E1500709200000";"Alexandre Astier,Louis Clichy";"2016-04-09";500;0;10,161;14,2566
329967;"2015-04-08";97;"L'ASTRAGALE";"E1600077100000";"Brigitte Sy";"2016-03-12";339;0;9,999;16,686
348545;"2015-11-10";105;"ATRAVÉS DA SOMBRA";"B1500873900000";"Walter Lima Jr.";"2016-11-12";368;0;3,567;9,191
318066;"2015-04-21";81;"AUTOPORTRETUL UNEI FETE CUMINTI";"E1500819000000";"Ana Lungu";"2016-03-26";340;0;2,416;1,7412
270487;"2016-02-05";106;"HAIL, CAESAR!";"E1500734300000";"Joel Coen,Ethan Coen";"2016-04-16";71;1;27,465;81,1198
415749;"2016-08-12";79;"BARBIE STARLIGHT ADVENTURE";"E1600508500000";"Andrew Tan,Michael Goguen";"2016-08-20";8;0;8,362;9,5274
377897;"2016-01-15";75;"BARBIE SPY SQUAD";"E1500799900000";"Conrad Helten";"2016-04-09";85;0;8,514;8,6116
382322;"2016-07-24";77;"BATMAN: THE KILLING JOKE";"E1600304800000";"Sam Liu";"2016-07-27";3;1;15,758;45,923
411736;"2016-10-08";78;"BATMAN: RETURN OF THE CAPED CRUSADERS";"E1600642100000";"Rick Morales";"2016-10-12";4;1;15,41;31,0472
348025;"2015-10-14";113;"BELLES FAMILLES";"E1600483800000";"Jean-Paul Rappeneau";"2016-09-24";346;0;6,247;26,1918
394260;"2016-11-10";131;"FAI BEI SOGNI";"E1600711700000";"Marco Bellocchio";"2016-12-24";44;0;11,094;23,3584
360612;"2015-09-19";97;"BIG JATO";"B1500392400000";"Cláudio Assis";"2016-06-18";273;0;6,407;NA
321258;"2016-01-22";98;"THE BOY";"E1500913400000";"William Brent Bell";"2016-02-20";29;0;7,172;28,5902
244063;"2014-01-08";78;"JONGENS";"E1600508200000";"Mischa Kamp";"2016-10-29";1025;0;5,52;13,4844
414175;"2016-11-17";85;"BR 716";"B1600405900000";"Domingos de Oliveira";"2016-11-19";2;0;1,928;13,2184
301328;"2016-08-11";64;"BRASIL S/A";"B1500169500000";"Marcelo Pedroso";"2016-08-13";2;0;0,715;NA
167073;"2015-10-20";111;"BROOKLYN";"E1500900400000";"John Crowley";"2016-02-13";116;1;13,378;45,4036
351211;"2016-09-15";89;"BLAIR WITCH";"E1600500700000";"Adam Wingard";"2016-09-17";2;1;18,241;23,7312
308266;"2016-08-18";114;"WAR DOGS";"E1600478000000";"Todd Phillips";"2016-09-10";23;1;24,852;61,5002
339397;"2016-05-11";97;"CAFÉ SOCIETY";"E1600401400000";"Woody Allen";"2016-08-27";108;0;41,019;67,018
356202;"2015-09-13";108;"CAMPO GRANDE";"B1500344800000";"Sandra Kogut";"2016-06-04";265;0;4,799;3,8888
414424;"2016-11-03";98;"CANÇÃO DA VOLTA";"B1500542500000";"Gustavo Rosa de Moura";"2016-11-05";2;0;2,323;5,3312
271110;"2016-04-27";147;"CAPTAIN AMERICA: CIVIL WAR";"E1600129800000";"Anthony Russo,Joe Russo";"2016-04-30";3;1;22,632;89,3434
334533;"2016-07-08";118;"CAPTAIN FANTASTIC";"E1600496400000";"Matt Ross";"2016-12-24";169;1;20,078;32,2214
258480;"2015-11-20";118;"CAROL";"E1500846300000";"Todd Haynes";"2016-01-16";57;0;11,718;41,5686
352431;"2016-07-14";93;"CARROSSEL 2 - O SUMIÇO DE MARIA JOAQUINA";"B1600352700000";"Maurício Eça";"2016-07-16";2;0;5,338;8,474
342474;"2015-07-31";94;"JENNY'S WEDDING";"E1600156400000";"Mary Agnes Donoghue";"2016-06-11";316;0;4,749;41,9944
302688;"2016-03-23";94;"MY BIG FAT GREEK WEDDING 2";"E1500735700000";"Kirk Jones";"2016-04-02";10;1;8,03;39,457
332210;"2016-09-22";87;"STORKS";"E1600405300000";"Doug Sweetland,Nicholas Stoller";"2016-09-24";2;1;13,969;41,2586
298721;"2015-09-02";122;"CEMETERY OF SPLENDOUR";"E1600102500000";"Apichatpong Weerasethakul";"2016-03-19";199;0;11,005;3,5102
428704;NA;0;"CHARLOTE SP";"B1600306000000";"Frank Mora";"2016-09-24";NA;0;0,001;NA
396021;"2016-11-03";79;"CÍCERO DIAS , O COMPADRE DE PICASSO";"B1600529400000";"Vladimir Carvalho";"2016-11-05";2;0;2,987;6,5348
336804;"2015-06-17";97;"MUSTANG";"E1500735400000";"Deniz Gamze Ergüven";"2016-01-23";220;0;5,947;12,8782
398488;"2016-05-16";93;"CINEMA NOVO";"B1600640900000";"Eryk Rocha";"2016-11-05";173;0;1,382;6,5378
351819;"2016-01-28";92;"FIFTY SHADES OF BLACK";"E1500898300000";"Michael Tiddes";"2016-03-05";37;0;11,337;34,5954
296096;"2016-06-01";110;"ME BEFORE YOU";"E1500875700000";"Thea Sharrock";"2016-06-18";17;1;11,869;54,4368
259694;"2016-02-08";110;"HOW TO BE SINGLE";"E1500858400000";"Christian Ditter";"2016-02-27";19;1;8,663;47,4224
371445;"2016-12-08";110;"AS YOU ARE";"E1600721900000";"Miles Joris-Peyrafitte";"2016-12-10";2;0;5,92;37,6392
325789;"2016-07-13";127;"THE INFILTRATOR";"E1600413600000";"Brad Furman";"2016-09-17";66;0;8,228;60,49
300693;"2015-10-16";125;"TRUTH";"E1600045600000";"James Vanderbilt";"2016-03-26";162;0;17,903;57,895
431175;"2016-11-17";0;"CORAGEM";"B1600685500000";"Sebastião Braga";"2016-11-19";2;0;0,001;NA
312221;"2015-11-25";133;"CREED";"E1500858100000";"Ryan Coogler";"2016-01-16";52;1;21,788;50,1786
380620;"2016-06-18";130;"CREEPY";"E1600660700000";"Kiyoshi Kurosawa";"2016-11-19";154;0;38,921;38,7928
383146;"2016-02-11";106;"CURUMIM, O HOMEM QUE QUERIA VOAR";"B1600651600000";"Marcos Prado";"2016-11-05";268;0;4,31;NA
336029;"2015-09-03";95;"A TALE OF LOVE AND DARKNESS";"E1600249800000";"Natalie Portman";"2016-05-07";247;0;72,264;27,0624
352162;"2016-01-21";93;"DESDE ALLÁ";"E1600380400000";"Lorenzo Vigas";"2016-07-30";191;0;2,697;4,6048
291211;"2015-04-23";113;"DE ONDE EU TE VEJO";"B1600192300000";"Luiz Villaça";"2016-04-09";352;1;2,752;10,2072
355254;"2016-06-10";108;"DE PALMA";"E1600710500000";"Jake Paltrow,Noah Baumbach";"2016-11-26";169;0;13,606;NA
293660;"2016-02-09";108;"DEADPOOL";"E1600045700000";"Tim Miller";"2016-02-13";4;1;18,187;92,8976
333352;"2015-09-07";102;"EYE IN THE SKY";"E1600068800000";"Gavin Hood";"2016-04-09";215;1;13,728;43,0642
428708;"2016-10-13";0;"DEIXE-ME VIVER";"B1600599600000";"Clóvis Vieira";"2016-10-15";2;0;1,529;7,2498
301365;"2016-05-31";118;"THE NEON DEMON";"E1600488000000";"Nicolas Winding Refn";"2016-10-01";123;0;13,343;47,7584
661411;"2016-06-15";78;"DENTRO DA CAIXINHA";"B1600648800000";"Guilherme Reis";"2016-10-14";121;0;1,039;0,5764
374671;"2016-05-21";117;"UMI YORI MO MADA FUKAKU";"E1600654500000";"Hirokazu Kore-eda";"2016-11-19";182;0;20,241;23,6476
320736;"2015-03-20";90;"VIRGIN MOUNTAINS";"E1600055700000";"Dagur Kári";"2016-03-26";372;0;5,659;5,8808
329639;"2016-09-15";94;"DESCULPE O TRANSTORNO";"B1600454400000";"Tomás Portella";"2016-09-17";2;1;3,873;8,6504
205584;"2016-02-25";127;"GODS OF EGYPT";"E1600008900000";"Alex Proyas";"2016-02-27";2;1;15,782;55,0432
417504;"2016-10-06";110;"DIVINAS DIVAS";"B1600653900000";"Leandra Leal";"2017-06-24";261;0;18,799;5,129
428705;"2016-10-13";79;"DO PÓ DA TERRA";"B1600012800000";"Maurício Nahas";"2016-10-15";2;0;0,001;NA
280492;"2014-07-03";345;"MULA SA KUNG ANO ANG NOON";"E1402740500000";"Lav Diaz";"2016-02-27";604;0;7,489;5,046
342878;"2015-06-24";105;"UN MOMENT D'ÉGAREMENT";"E1600098100000";"Jean-François Richet";"2016-06-18";360;0;9,122;28,1472
290250;"2016-05-15";116;"THE NICE GUYS";"E1600174000000";"Shane Black";"2016-07-23";69;0;13,975;68,5288
354430;"2015-08-12";62;"DEUX RÉMI, DEUX";"E1600251900000";"Pierre Léon";"2016-04-30";262;0;7,053;6,786
89876;"2013-11-01";97;"DOONBY";"E1600309600000";"Peter M. Mackenzie";"2016-06-18";960;0;1,641;29,3712
284052;"2016-10-25";115;"DOCTOR STRANGE";"E1600482800000";"Scott Derrickson";"2016-11-05";11;1;15,891;61,9202
338189;"2016-08-26";98;"JUSTE LA FIN DU MONDE";"E1600692700000";"Xavier Dolan";"2016-11-26";92;0;27,124;44,892
409317;"2016-10-06";86;"É FADA!";"B1600532800000";"Cris D'amato";"2016-10-08";2;0;4,37;9,6954
364000;"2016-03-09";97;"C'EST L'AMOUR";"E1500818800000";"Paul Vecchiali";"2016-03-12";3;0;11,362;4,957
298710;"2016-02-25";108;"ELA VOLTA NA QUINTA";"B1402633700000";"André Novais Oliveira";"2016-02-27";2;0;2,236;1,1894
360139;"2016-11-24";110;"ELIS";"B1600680100000";"Hugo Prata";"2016-11-26";2;0;2,382;11,0418
337674;"2016-05-25";131;"ELLE";"E1600499500000";"Paul Verhoeven";"2016-11-19";178;0;17,961;35,7112
359806;"2016-04-21";115;"EM NOME DA LEI";"B1600107600000";"Sérgio Rezende";"2016-04-23";2;1;3,596;15,0676
352993;"2016-07-21";100;"ENTRE IDAS E VINDAS";"B1600355900000";"José Eduardo Belmonte";"2016-07-23";2;0;3,908;22,1636
326215;"2015-03-26";85;"OOOPS! NOAH IS GONE...";"E1500147200000";"Toby Genkel";"2016-02-06";317;1;8,238;7,9112
428706;"2016-12-15";68;"EPIDEMIA DE CORES";"B1600305100000";"Mário Saretta";"2016-06-04";-194;0;0,001;NA
417544;"2017-03-16";90;"ERA O HOTEL CAMBRIDGE";"B1600690600000";"Eliane Caffé";"2017-03-18";2;0;1,632;3,8428
381027;"2016-05-19";86;"ESPAÇO ALÉM - MARINA ABRAMOVIC E O BRASIL";"B1600064700000";"Marco del Fiol";"2016-05-21";2;0;0,903;NA
345259;"2015-07-29";83;"LES CHAISES MUSICALES";"E1600451700000";"Marie Belhomme";"2016-08-20";388;0;0,001;14,517
297761;"2016-08-03";122;"SUICIDE SQUAD";"E1600434700000";"David Ayer";"2016-08-06";3;1;19,501;66,4828
377158;"2016-07-29";104;"ZJEDNOCZONE STANY MILOSCI";"E1600489400000";"Tomasz Wasilewski";"2016-12-31";155;0;1,547;11,1444
365483;"2015-10-25";94;"ESTIVE EM LISBOA E LEMBREI DE VOCÊ";"B1500865900000";"José Barahona";"2016-07-02";251;0;2,555;0,3682
359777;"2015-09-14";74;"EU SOU CARLOS IMPERIAL";"B1402818800000";"Renato Terra,Ricardo Calil";"2016-03-19";187;0;2,6515;NA
374473;"2016-10-21";100;"I, DANIEL BLAKE";"E1600489200000";"Ken Loach";"2017-01-07";78;0;23,323;9,007
229059;"2013-09-22";126;"EXILADOS DO VULCÃO";"B1402091800000";"Paula Gaitán";"2016-04-30";951;0;2,614;7,5372
417546;"2016-10-06";92;"FALA COMIGO";"B1600708000000";"Felipe Sholl";"2017-07-15";282;0;2,931;6,0614
223702;"2016-07-11";89;"SAUSAGE PARTY";"E1500744900000";"Conrad Vernon,Greg Tiernan";"2016-10-08";89;0;15,2805;62,8786
336199;"2015-05-17";100;"ASPHALTE";"E1600061100000";"Samuel Benchetrit";"2016-03-05";293;0;11,623;22,585
315664;"2016-05-06";110;"FLORENCE FOSTER JENKINS";"E1600257900000";"Stephen Frears";"2016-07-09";64;0;20,584;50,792
377151;"2016-02-18";114;"FUOCOAMMARE";"E1600165500000";"Gianfranco Rosi";"2016-04-30";72;0;2,726;0,6148
702743;"2019-11-23";18;"FOME";"B1500636700000";"Manda Ramoos";"2016-08-06";-1204;0;0,001;0,001
270774;"2016-07-21";107;"SKIPTRACE";"E1600657800000";"Renny Harlin";"2016-10-29";100;1;26,696;47,19
296449;"2015-11-11";87;"FRANCOFONIA";"E1600347300000";"Aleksandr Sokurov";"2016-08-20";283;0;24,837;5,133
374416;"2016-01-01";86;"QUO VADO";"E1600410900000";"Gennaro Nunziante";"2016-08-20";232;0;4,512;8,9248
213681;"2016-09-29";95;"MASTERMINDS";"E1500513800000";"Jared Hess";"2016-10-01";2;0;25,762;48,469
395005;"2015-04-28";76;"GERALDINOS";"B1500405100000";"Pedro Asbeg,Renato Martins";"2016-04-30";368;0;3,432;4,9098
365797;"2015-10-31";0;"GLAUCO DO BRASIL";"B1600116800000";"Zeca Brito";"2016-03-12";133;0;1,68;NA
309886;"2016-08-11";88;"BLOOD FATHER";"E1600488400000";"Jean-François Richet";"2016-09-10";30;0;9,122;59,1386
234004;"2016-04-13";94;"RATCHET & CLANK";"E1600273400000";"Jericca Cleland,Kevin Munroe";"2016-05-07";24;0;4,3945;29,786
422496;"2016-09-15";96;"HESTÓRIAS DA PSICANÁLISE - LEITORES DE FREUD";"B1600476600000";"Francisco Capoulade";"2016-09-17";2;0;0,001;0,1588
214251;"2013-10-23";148;"HISTORIA DE LA MEVA MORT";"E1500824800000";"Albert Serra";"2016-02-13";843;0;7,288;2,1658
390736;"2016-03-31";94;"HISTÓRIAS DE ALICE";"B1301956300000";"Oswaldo Caldeira";"2016-04-02";2;0;4,774;8,9776
300673;"2016-01-27";117;"THE FINEST HOURS";"E1500926100000";"Craig Gillespie";"2016-02-20";24;1;14,13;43,0908
296524;"2016-09-28";107;"DEEPWATER HORIZON";"E1600452400000";"Peter Berg";"2016-11-12";45;1;25,69;53,0274
359364;"2015-09-12";191;"Human";"E1600225900000";"Yann Arthus-Bertrand";"2016-10-08";392;0;7,311;NA
266036;"2014-06-05";103;"INCOMPRESA";"E1600139200000";"Asia Argento";"2016-07-02";758;0;57,945;14,6738
47933;"2016-06-22";120;"INDEPENDENCE DAY RESURGENCE";"E1600182600000";"Roland Emmerich";"2016-06-25";3;1;29,711;51,1786
340611;"2016-07-29";110;"INDIGNATION";"E1600642200000";"James Schamus";"2016-11-05";99;0;13,524;32,8446
267860;"2016-03-02";99;"LONDON HAS FALLEN";"E1500933000000";"Babak Najafi";"2016-04-09";38;0;16,217;70,3174
340677;"2016-09-09";96;"I.T.";"E1600515800000";"John Moore";"2016-11-12";64;0;6,188;40,9116
396535;"2016-07-20";118;"TRAIN TO BUSAN";"E1600677200000";"Yeon Sang-ho";"2016-12-31";164;1;32,381;48,8346
259693;"2016-06-08";134;"THE CONJURING 2";"E1600342300000";"James Wan";"2016-06-11";3;1;30,475;38,6282
381069;"2016-10-06";91;"LITTLE SISTER";"E1600573400000";"Zach Clark";"2016-10-08";2;0;3,242;20,7022
266294;"2015-12-18";118;"SISTERS";"E1500729300000";"Jason Moore";"2016-01-23";36;1;9,255;44,0912
343611;"2016-10-19";118;"JACK REACHER: NEVER GO BACK";"E1600733400000";"Edward Zwick";"2016-11-26";38;1;28,227;53,5586
431172;"2016-09-08";0;"JAIME LERNER - UMA HISTORIA DE SONHOS";"B1600187400000";"Carlos Deiró";"2016-09-10";2;0;0,001;NA
321974;"2015-09-09";106;"JANIS LITTLE GIRL BLUE";"E1600226000000";"Amy J. Berg";"2016-07-09";304;0;5,616;8,605
324668;"2016-07-27";123;"JASON BOURNE";"E1600497300000";"Paul Greengrass";"2016-07-30";3;1;15,327;65,4908
303858;"2016-05-12";98;"MONEY MONSTER";"E1500735200000";"Jodie Foster";"2016-05-28";16;0;72,779;50,1922
364002;"2016-03-31";100;"JOHN FROM";"E1700035700000";"João Nicolau";"2016-12-31";275;0;2,895;10,1226
295699;"2016-03-30";116;"EVERYBODY WANTS SOME";"E1600294900000";"Richard Linklater";"2016-10-22";206;0;26,128;27,5084
274479;"2015-12-24";124;"JOY";"E1500821900000";"David O. Russell";"2016-01-23";30;1;12,394;55,0188
332872;"2016-04-08";96;"JULIETA";"E1600356700000";"Pedro Almodóvar";"2016-07-09";92;1;21,502;22,0234
370978;"2016-04-01";102;"KIKI,EL AMOR SE HACE";"E1600774300000";"Paco León";"2017-06-17";442;0;17,951;21,113
391617;"2016-04-14";92;"KÓBLIC";"E1600342200000";"Sebastián Borensztein";"2016-10-15";184;1;8,68;NA
313297;"2016-08-18";102;"KUBO AND THE TWO STRINGS";"E1500748200000";"Travis Knight";"2016-10-15";58;1;7,123;38,335
140300;"2016-01-23";95;"KUNG FU PANDA 3";"E1600046400000";"Jennifer Yuh Nelson,Alessandro Carloni";"2016-03-05";42;1;11,0025;79,143
343110;"2015-09-02";85;"LA VANITÉ";"E1600403200000";"Lionel Baier";"2016-07-16";318;0;7,281;6,3454
315880;"2016-01-14";122;"LA CORRISPONDENZA";"E1600497600000";"Giuseppe Tornatore";"2016-09-24";254;0;15,964;26,489
